ride_id,rideable_type,started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_lat,start_lng,end_lat,end_lng,member_casual,ride_length_minutes,day_of_week
CC5AD7CF176E14AB,electric_bike,9/21/2025 11:37:34,9/21/2025 11:39:51,,,,,41.97,-87.86,41.97,-87.86,casual,2,1
77280315F321E2A3,electric_bike,4/22/2026 17:31:25,4/22/2026 18:09:04,,,,,41.97,-87.86,42.01,-87.83,casual,37,4
C6C0DBC65F725A42,electric_bike,7/20/2025 7:58:38,7/20/2025 8:03:56,,,,,41.94,-87.85,41.94,-87.83,casual,5,1
CA322704C54EDCFA,electric_bike,6/27/2025 21:45:58,6/27/2025 21:50:57,Public Rack - N. Oakview and W. Gregory St,CHI01637,,,41.9801,-87.84396,41.99,-87.84,member,4,6
5E508A96DF4B9006,electric_bike,11/16/2025 16:17:58,11/16/2025 16:21:48,Public Rack - Delphina & Foster,CHI01638,Cumberland Ave & Catherine Ave,CHI01985,41.9736,-87.841098,41.97732,-87.83674,member,3,1
D87537AB3A661550,electric_bike,10/10/2025 14:25:24,10/10/2025 16:21:16,,,Parkside Ave & Armitage Ave,CHI01846,41.98,-87.84,41.916907,-87.767173,member,115,6
C6F2342803253FC7,electric_bike,8/7/2025 16:56:51,8/7/2025 17:29:59,,,,,41.98,-87.84,41.92,-87.76,member,33,5
5D04FA44F8E1F9AA,electric_bike,7/11/2025 17:20:12,7/11/2025 17:44:40,,,Portage Park,CHI01952,41.98,-87.84,41.95607,-87.76472,member,24,6
FE33A0B461D9ED99,electric_bike,8/12/2025 15:34:29,8/12/2025 15:39:58,,,Cumberland Ave & Catherine Ave,CHI01985,41.99,-87.84,41.97732,-87.83674,member,5,3
5B1231C3A9C76796,electric_bike,7/17/2025 15:51:03,7/17/2025 15:56:11,,,,,41.99,-87.84,41.98,-87.84,member,5,5
E632A10F44BCBBA3,electric_bike,5/22/2025 8:12:13,5/22/2025 8:25:01,,,Public Rack - Natoma Ave & Bryn Mawr Ave,1140.0,41.98,-87.84,41.982886,-87.790461,member,12,5
1B1AF78517C606C2,electric_bike,5/11/2025 9:41:28,5/11/2025 9:48:39,,,,,41.98,-87.84,41.99,-87.84,casual,7,1
BE257CC1AF3FF3B2,electric_bike,9/13/2025 21:45:45,9/13/2025 21:48:41,,,,,41.98,-87.84,41.99,-87.84,member,2,7
18D94094A549E0CB,electric_bike,9/4/2025 12:18:24,9/4/2025 12:36:49,,,Public Rack - Overhill Ave & Touhy Ave,CHI01628,41.98,-87.84,42.0114627,-87.81900973,member,18,5
81C0F5186EE42922,electric_bike,7/2/2025 16:46:56,7/2/2025 17:18:09,Cumberland Ave & Catherine Ave,CHI01985,,,41.97732747,-87.83676195,41.92,-87.76,member,31,4
50E67036F272CDC5,electric_bike,6/19/2025 16:53:39,6/19/2025 17:23:47,Cumberland Ave & Catherine Ave,CHI01985,,,41.97732,-87.83674,41.92,-87.76,member,30,5
D67D2C6DD566699E,classic_bike,6/12/2025 11:22:58,6/12/2025 12:35:11,Cumberland Ave & Catherine Ave,CHI01985,Burling St & Diversey Pkwy,CHI00327,41.97732,-87.83674,41.93314,-87.64776,casual,72,5
1450891B85F9427A,electric_bike,5/7/2025 14:18:18,5/7/2025 14:27:30,Cumberland Ave & Catherine Ave,24467,,,41.97732,-87.83674,41.96,-87.81,member,9,4
26AE0AA203BBD404,classic_bike,9/28/2025 15:33:23,9/28/2025 16:12:13,Cumberland Ave & Catherine Ave,CHI01985,Cumberland Ave & Catherine Ave,CHI01985,41.97732,-87.83674,41.97732,-87.83674,casual,38,1
8C5D0554AB9CCA14,classic_bike,6/30/2025 10:27:04,6/30/2025 11:12:33,Cumberland Ave & Catherine Ave,CHI01985,Cumberland Ave & Catherine Ave,CHI01985,41.97732,-87.83674,41.97732,-87.83674,casual,45,2
A5144DA5C09499EA,classic_bike,10/12/2025 15:40:16,10/12/2025 17:53:23,Cumberland Ave & Catherine Ave,CHI01985,Cumberland Ave & Catherine Ave,CHI01985,41.97732,-87.83674,41.97732,-87.83674,casual,133,1
65A84A3E18BB1D2F,classic_bike,7/9/2025 20:38:16,7/9/2025 20:58:01,Cumberland Ave & Catherine Ave,CHI01985,Cumberland Ave & Catherine Ave,CHI01985,41.97732,-87.83674,41.97732,-87.83674,casual,19,4
1C61E6915263A8A5,classic_bike,3/23/2026 16:18:33,3/23/2026 17:02:12,Cumberland Ave & Catherine Ave,CHI01985,Cumberland Ave & Catherine Ave,CHI01985,41.97732,-87.83674,41.97732,-87.83674,casual,43,2
